题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
论述：结合文学史背景分析文学理论（文心雕龙/诗品）的价值与影响。,魏晋南北朝,诗歌/散文/戏曲,3-110 魏晋南北朝 文学理论（文心雕龙/诗品）,论述题,,,,,,从文学史视角看，文学理论（文心雕龙/诗品）的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了魏晋南北朝社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现文学理论（文心雕龙/诗品）特征的代表作品片段。,魏晋南北朝,诗歌/散文/戏曲,3-110 魏晋南北朝 文学理论（文心雕龙/诗品）,作品赏析,,,,,,赏析魏晋南北朝相关作品时，可围绕文学理论（文心雕龙/诗品）展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对文学理论（文心雕龙/诗品）的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于初唐诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-010 唐代 初唐诗歌,单选题,初唐诗歌主要形成于明清,初唐诗歌与中国古代文学史脉络无关,初唐诗歌体现特定时期文学生产与审美观念,初唐诗歌只存在于小说文体,C,,初唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于初唐诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-010 唐代 初唐诗歌,单选题,初唐诗歌主要形成于明清,初唐诗歌与中国古代文学史脉络无关,初唐诗歌体现特定时期文学生产与审美观念,初唐诗歌只存在于小说文体,C,,初唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：初唐诗歌,唐代,诗歌/散文/戏曲,4-010 唐代 初唐诗歌,名词解释,,,,,,初唐诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述初唐诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-010 唐代 初唐诗歌,简答题,,,,,,初唐诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析初唐诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-010 唐代 初唐诗歌,论述题,,,,,,从文学史视角看，初唐诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现初唐诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-010 唐代 初唐诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕初唐诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对初唐诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于盛唐诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-020 唐代 盛唐诗歌,单选题,盛唐诗歌主要形成于明清,盛唐诗歌与中国古代文学史脉络无关,盛唐诗歌体现特定时期文学生产与审美观念,盛唐诗歌只存在于小说文体,C,,盛唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于盛唐诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-020 唐代 盛唐诗歌,单选题,盛唐诗歌主要形成于明清,盛唐诗歌与中国古代文学史脉络无关,盛唐诗歌体现特定时期文学生产与审美观念,盛唐诗歌只存在于小说文体,C,,盛唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：盛唐诗歌,唐代,诗歌/散文/戏曲,4-020 唐代 盛唐诗歌,名词解释,,,,,,盛唐诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述盛唐诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-020 唐代 盛唐诗歌,简答题,,,,,,盛唐诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析盛唐诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-020 唐代 盛唐诗歌,论述题,,,,,,从文学史视角看，盛唐诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现盛唐诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-020 唐代 盛唐诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕盛唐诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对盛唐诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于中唐诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-030 唐代 中唐诗歌,单选题,中唐诗歌主要形成于明清,中唐诗歌与中国古代文学史脉络无关,中唐诗歌体现特定时期文学生产与审美观念,中唐诗歌只存在于小说文体,C,,中唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于中唐诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-030 唐代 中唐诗歌,单选题,中唐诗歌主要形成于明清,中唐诗歌与中国古代文学史脉络无关,中唐诗歌体现特定时期文学生产与审美观念,中唐诗歌只存在于小说文体,C,,中唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：中唐诗歌,唐代,诗歌/散文/戏曲,4-030 唐代 中唐诗歌,名词解释,,,,,,中唐诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述中唐诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-030 唐代 中唐诗歌,简答题,,,,,,中唐诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析中唐诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-030 唐代 中唐诗歌,论述题,,,,,,从文学史视角看，中唐诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现中唐诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-030 唐代 中唐诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕中唐诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对中唐诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于晚唐诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-040 唐代 晚唐诗歌,单选题,晚唐诗歌主要形成于明清,晚唐诗歌与中国古代文学史脉络无关,晚唐诗歌体现特定时期文学生产与审美观念,晚唐诗歌只存在于小说文体,C,,晚唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于晚唐诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-040 唐代 晚唐诗歌,单选题,晚唐诗歌主要形成于明清,晚唐诗歌与中国古代文学史脉络无关,晚唐诗歌体现特定时期文学生产与审美观念,晚唐诗歌只存在于小说文体,C,,晚唐诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：晚唐诗歌,唐代,诗歌/散文/戏曲,4-040 唐代 晚唐诗歌,名词解释,,,,,,晚唐诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述晚唐诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-040 唐代 晚唐诗歌,简答题,,,,,,晚唐诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析晚唐诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-040 唐代 晚唐诗歌,论述题,,,,,,从文学史视角看，晚唐诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现晚唐诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-040 唐代 晚唐诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕晚唐诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对晚唐诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于山水田园诗派，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-050 唐代 山水田园诗派,单选题,山水田园诗派主要形成于明清,山水田园诗派与中国古代文学史脉络无关,山水田园诗派体现特定时期文学生产与审美观念,山水田园诗派只存在于小说文体,C,,山水田园诗派作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于山水田园诗派，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-050 唐代 山水田园诗派,单选题,山水田园诗派主要形成于明清,山水田园诗派与中国古代文学史脉络无关,山水田园诗派体现特定时期文学生产与审美观念,山水田园诗派只存在于小说文体,C,,山水田园诗派作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：山水田园诗派,唐代,诗歌/散文/戏曲,4-050 唐代 山水田园诗派,名词解释,,,,,,山水田园诗派是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述山水田园诗派在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-050 唐代 山水田园诗派,简答题,,,,,,山水田园诗派在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析山水田园诗派的价值与影响。,唐代,诗歌/散文/戏曲,4-050 唐代 山水田园诗派,论述题,,,,,,从文学史视角看，山水田园诗派的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现山水田园诗派特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-050 唐代 山水田园诗派,作品赏析,,,,,,赏析唐代相关作品时，可围绕山水田园诗派展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对山水田园诗派的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于边塞诗派，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-060 唐代 边塞诗派,单选题,边塞诗派主要形成于明清,边塞诗派与中国古代文学史脉络无关,边塞诗派体现特定时期文学生产与审美观念,边塞诗派只存在于小说文体,C,,边塞诗派作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于边塞诗派，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-060 唐代 边塞诗派,单选题,边塞诗派主要形成于明清,边塞诗派与中国古代文学史脉络无关,边塞诗派体现特定时期文学生产与审美观念,边塞诗派只存在于小说文体,C,,边塞诗派作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：边塞诗派,唐代,诗歌/散文/戏曲,4-060 唐代 边塞诗派,名词解释,,,,,,边塞诗派是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述边塞诗派在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-060 唐代 边塞诗派,简答题,,,,,,边塞诗派在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析边塞诗派的价值与影响。,唐代,诗歌/散文/戏曲,4-060 唐代 边塞诗派,论述题,,,,,,从文学史视角看，边塞诗派的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现边塞诗派特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-060 唐代 边塞诗派,作品赏析,,,,,,赏析唐代相关作品时，可围绕边塞诗派展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对边塞诗派的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于李白诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-070 唐代 李白诗歌,单选题,李白诗歌主要形成于明清,李白诗歌与中国古代文学史脉络无关,李白诗歌体现特定时期文学生产与审美观念,李白诗歌只存在于小说文体,C,,李白诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于李白诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-070 唐代 李白诗歌,单选题,李白诗歌主要形成于明清,李白诗歌与中国古代文学史脉络无关,李白诗歌体现特定时期文学生产与审美观念,李白诗歌只存在于小说文体,C,,李白诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：李白诗歌,唐代,诗歌/散文/戏曲,4-070 唐代 李白诗歌,名词解释,,,,,,李白诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述李白诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-070 唐代 李白诗歌,简答题,,,,,,李白诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析李白诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-070 唐代 李白诗歌,论述题,,,,,,从文学史视角看，李白诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现李白诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-070 唐代 李白诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕李白诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对李白诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于杜甫诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-080 唐代 杜甫诗歌,单选题,杜甫诗歌主要形成于明清,杜甫诗歌与中国古代文学史脉络无关,杜甫诗歌体现特定时期文学生产与审美观念,杜甫诗歌只存在于小说文体,C,,杜甫诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于杜甫诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-080 唐代 杜甫诗歌,单选题,杜甫诗歌主要形成于明清,杜甫诗歌与中国古代文学史脉络无关,杜甫诗歌体现特定时期文学生产与审美观念,杜甫诗歌只存在于小说文体,C,,杜甫诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：杜甫诗歌,唐代,诗歌/散文/戏曲,4-080 唐代 杜甫诗歌,名词解释,,,,,,杜甫诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述杜甫诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-080 唐代 杜甫诗歌,简答题,,,,,,杜甫诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析杜甫诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-080 唐代 杜甫诗歌,论述题,,,,,,从文学史视角看，杜甫诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现杜甫诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-080 唐代 杜甫诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕杜甫诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对杜甫诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于王维诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-090 唐代 王维诗歌,单选题,王维诗歌主要形成于明清,王维诗歌与中国古代文学史脉络无关,王维诗歌体现特定时期文学生产与审美观念,王维诗歌只存在于小说文体,C,,王维诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于王维诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-090 唐代 王维诗歌,单选题,王维诗歌主要形成于明清,王维诗歌与中国古代文学史脉络无关,王维诗歌体现特定时期文学生产与审美观念,王维诗歌只存在于小说文体,C,,王维诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：王维诗歌,唐代,诗歌/散文/戏曲,4-090 唐代 王维诗歌,名词解释,,,,,,王维诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
