题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
辛弃疾词,宋,诗歌,5-070 宋代 辛弃疾词,名词解释,,,,,,【名词】 辛弃疾词 —————————— 【参考答案要点】 1. 辛弃疾是南宋豪放词的重要代表。 2. 其词多表现抗金理想与家国情怀。 3. 作品气势雄浑，情感激昂，在宋词史上具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题主要考查辛弃疾词的思想内容与艺术特色,中等,,,,0,No,
李清照词,宋,诗歌,5-080 宋代 李清照词,名词解释,,,,,,【名词】 李清照词 —————————— 【参考答案要点】 1. 李清照是宋代著名女词人。 2. 其词多表现个人情感与人生感慨。 3. 语言清丽婉约，艺术成就极高，是婉约词的重要代表。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查李清照词在宋词史中的地位及艺术特色,中等,,,,0,No,
柳永词,宋,诗歌,5-090 宋代 柳永词,名词解释,,,,,,【名词】 柳永词 —————————— 【参考答案要点】 1. 柳永是北宋重要词人。 2. 他扩大词的表现内容，使词更多描写市民生活与爱情情感。 3. 其词语言通俗，长调创作丰富，对宋词发展影响深远。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查柳永在宋词发展中的重要作用,中等,,,,0,No,
欧阳修散文,宋,散文,5-100 宋代 欧阳修散文,名词解释,,,,,,【名词】 欧阳修散文 —————————— 【参考答案要点】 1. 欧阳修是北宋重要文学家，也是古文运动的重要代表。 2. 其散文继承唐代韩愈、柳宗元传统。 3. 作品语言平易自然，如《醉翁亭记》等，在中国散文史上具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查欧阳修散文的艺术特点与文学史意义,中等,,,,0,No,
江西诗派,宋,诗歌,5-110 宋代 江西诗派,名词解释,,,,,,【名词】 江西诗派 —————————— 【参考答案要点】 1. 江西诗派是宋代重要诗歌流派。 2. 以黄庭坚为代表，强调学习杜甫诗法。 3. 主张“点铁成金”“夺胎换骨”等诗歌理论，对宋代诗歌创作产生重要影响。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题考查江西诗派的理论主张及其文学史地位,中等,,,,0,No,
宋代话本,宋,小说,5-120 宋代 宋代话本,名词解释,,,,,,【名词】 宋代话本 —————————— 【参考答案要点】 1. 宋代话本是宋代说话艺人讲述故事的底本。 2. 内容多取材于历史、爱情或社会生活。 3. 话本在语言与叙事结构上具有口语化特点，是中国小说发展史的重要阶段。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查宋代话本在中国小说史中的意义,中等,,,,0,No,
苏轼豪放词风,宋,诗歌,5-050 宋代 豪放词,名词解释,,,,,,【名词】 苏轼豪放词风 —————————— 【参考答案要点】 1. 苏轼是北宋豪放词风的重要开创者之一。 2. 他突破传统词多写男女离愁的题材限制，将词用于表现政治理想、人生感慨和自然景观。 3. 其词气势开阔、格调雄浑，如《念奴娇·赤壁怀古》，对宋词风格发展产生深远影响。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题考查苏轼在豪放词形成中的关键作用及其艺术特点,中等,,,,0,No,
辛弃疾爱国词风,宋,诗歌,5-070 宋代 辛弃疾词,名词解释,,,,,,【名词】 辛弃疾爱国词风 —————————— 【参考答案要点】 1. 辛弃疾是南宋豪放词的重要代表词人。 2. 其词多表达抗金复国的政治理想与深沉的家国情怀。 3. 作品气势雄浑，语言豪迈，如《破阵子》《永遇乐》等，在宋词史上具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题重点考查辛弃疾词的思想内容与豪放艺术特色,中等,,,,0,No,
李清照词风变化,宋,诗歌,5-080 宋代 李清照词,名词解释,,,,,,【名词】 李清照词风变化 —————————— 【参考答案要点】 1. 李清照词风在南渡前后发生明显变化。 2. 早期作品多表现闺情与闲适生活，风格清新婉约。 3. 南渡后作品多表现家国破亡与人生悲凉，情感沉郁深刻。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查李清照词在不同时期的艺术变化与历史背景关系,中等,,,,0,No,
柳永慢词创作,宋,诗歌,5-090 宋代 柳永词,名词解释,,,,,,【名词】 柳永慢词创作 —————————— 【参考答案要点】 1. 柳永是宋代慢词创作的重要代表词人。 2. 他大量创作长调慢词，使词的篇幅和表现力得到扩展。 3. 其词多写都市生活与男女情感，语言通俗流畅，对宋词发展产生重要影响。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查柳永在慢词发展中的贡献,中等,,,,0,No,
欧阳修散文风格,宋,散文,5-100 宋代 欧阳修散文,名词解释,,,,,,【名词】 欧阳修散文风格 —————————— 【参考答案要点】 1. 欧阳修是北宋古文运动的重要作家之一。 2. 其散文继承韩愈、柳宗元传统，强调内容真实与语言自然。 3. 作品语言平易流畅，结构严谨，如《醉翁亭记》，在中国散文史上具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查欧阳修散文的艺术特点及其文学史意义,中等,,,,0,No,
江西诗派理论,宋,诗歌,5-110 宋代 江西诗派,名词解释,,,,,,【名词】 江西诗派理论 —————————— 【参考答案要点】 1. 江西诗派是宋代重要诗歌流派，以黄庭坚为代表。 2. 该派强调学习杜甫诗法，重视诗歌技巧。 3. 提出“点铁成金”“夺胎换骨”等理论，对宋代诗歌创作产生深远影响。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题重点考查江西诗派诗学理论与文学史地位,中等,,,,0,No,
南宋豪放词发展,宋,诗歌,5-030 宋代 南宋词坛,名词解释,,,,,,【名词】 南宋豪放词发展 —————————— 【参考答案要点】 1. 南宋时期豪放词继续发展并达到新的高度。 2. 辛弃疾等词人将豪放词与爱国情怀结合。 3. 作品多表现民族忧患意识，使宋词具有更深的历史内涵。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查南宋词坛的时代背景与词风发展,中等,,,,0,No,
婉约词艺术特点,宋,诗歌,5-040 宋代 婉约词,名词解释,,,,,,【名词】 婉约词艺术特点 —————————— 【参考答案要点】 1. 婉约词是宋词的重要艺术风格之一。 2. 作品多描写爱情离愁与个人情感。 3. 语言柔美含蓄，意境细腻幽雅，代表词人有柳永、李清照等。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查婉约词艺术特色及其代表作家,中等,,,,0,No,
宋代词体革新,宋,诗歌,5-010 宋代 宋词发展,名词解释,,,,,,【名词】 宋代词体革新 —————————— 【参考答案要点】 1. 宋代词人在唐五代词基础上不断进行艺术革新。 2. 词的题材由宴乐歌辞扩展到社会生活与人生情感。 3. 苏轼等人的创作推动词从音乐附属文学发展为独立文学形式。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题强调宋词发展过程中题材与艺术形式的变化,中等,,,,0,No,
话本小说特点,宋,小说,5-120 宋代 宋代话本,名词解释,,,,,,【名词】 话本小说特点 —————————— 【参考答案要点】 1. 宋代话本是说话艺人讲述故事时使用的底本。 2. 内容多取材于历史人物、社会生活和爱情故事。 3. 语言口语化，情节生动，对明清小说的发展产生重要影响。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查宋代话本在中国小说发展史中的意义,中等,,,,0,No,
元杂剧概况,元,戏曲,6-010 元代 元杂剧概况,名词解释,,,,,,【名词】 元杂剧概况 —————————— 【参考答案要点】 1. 元杂剧是元代最具代表性的戏曲形式，也是中国古代戏曲发展的重要阶段。 2. 其结构通常为“四折一楔子”，以唱为主，由正末或正旦主唱。 3. 元杂剧题材广泛，语言生动，代表作家有关汉卿、王实甫、马致远等，在中国戏曲史上具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查元杂剧的基本结构形式及其文学史地位,中等,,,,0,No,
元杂剧结构体制,元,戏曲,6-010 元代 元杂剧概况,名词解释,,,,,,【名词】 元杂剧结构体制 —————————— 【参考答案要点】 1. 元杂剧一般采用“四折一楔子”的结构形式。 2. 每一折使用同一宫调的曲牌进行演唱。 3. 剧本以唱为主，辅以宾白，形成较为完整的戏曲艺术形式。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题强调元杂剧在结构体制上的艺术特点,中等,,,,0,No,
关汉卿杂剧,元,戏曲,6-020 元代 关汉卿杂剧,名词解释,,,,,,【名词】 关汉卿杂剧 —————————— 【参考答案要点】 1. 关汉卿是元代最重要的杂剧作家之一，被称为“曲圣”。 2. 其代表作品有《窦娥冤》《救风尘》等。 3. 作品多反映社会矛盾与底层人民命运，具有强烈现实主义精神。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查关汉卿在元杂剧发展中的地位及其创作特点,中等,,,,0,No,
窦娥冤,元,戏曲,6-020 元代 关汉卿杂剧,名词解释,,,,,,【名词】 窦娥冤 —————————— 【参考答案要点】 1. 《窦娥冤》是关汉卿最著名的杂剧作品之一。 2. 剧作通过窦娥冤案揭露封建社会司法黑暗。 3. 作品情节悲剧性强，人物形象鲜明，是中国古代戏曲悲剧的代表作。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题重点考查关汉卿代表作及其社会意义,中等,,,,0,No,
王实甫杂剧,元,戏曲,6-030 元代 王实甫杂剧,名词解释,,,,,,【名词】 王实甫杂剧 —————————— 【参考答案要点】 1. 王实甫是元代著名杂剧作家。 2. 其代表作品《西厢记》描写张生与崔莺莺的爱情故事。 3. 王实甫杂剧在人物刻画和爱情描写方面具有很高艺术成就。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题主要考查王实甫杂剧创作特点及其代表作品,中等,,,,0,No,
西厢记,元,戏曲,6-030 元代 王实甫杂剧,名词解释,,,,,,【名词】 西厢记 —————————— 【参考答案要点】 1. 《西厢记》是元代王实甫创作的著名杂剧作品。 2. 剧作讲述张生与崔莺莺冲破封建礼教追求爱情的故事。 3. 作品情节曲折、人物形象生动，是中国古代爱情戏曲的经典之作。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查《西厢记》在元杂剧中的艺术地位,中等,,,,0,No,
马致远杂剧,元,戏曲,6-040 元代 马致远杂剧,名词解释,,,,,,【名词】 马致远杂剧 —————————— 【参考答案要点】 1. 马致远是元代重要杂剧作家之一。 2. 其作品多表现人生感慨与社会现实。 3. 代表作有《汉宫秋》等，艺术风格清峻沉郁，在元杂剧中具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题主要考查马致远在元杂剧史中的文学贡献,中等,,,,0,No,
汉宫秋,元,戏曲,6-040 元代 马致远杂剧,名词解释,,,,,,【名词】 汉宫秋 —————————— 【参考答案要点】 1. 《汉宫秋》是元代马致远创作的重要杂剧。 2. 剧作描写王昭君出塞的历史故事。 3. 作品通过悲剧性情节表现人物命运，具有浓厚的历史感与抒情性。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题重点考查马致远代表作及其艺术特色,中等,,,,0,No,
元杂剧艺术特色,元,戏曲,6-050 元代 元杂剧艺术特色,名词解释,,,,,,【名词】 元杂剧艺术特色 —————————— 【参考答案要点】 1. 元杂剧在结构、音乐与表演方面形成较成熟的戏曲艺术形式。 2. 剧本以曲词为主，兼有宾白与舞台动作。 3. 作品人物形象鲜明，情节紧凑，对中国戏曲发展产生深远影响。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查元杂剧整体艺术特点及其戏曲史意义,中等,,,,0,No,
元杂剧角色体制,元,戏曲,6-050 元代 元杂剧艺术特色,名词解释,,,,,,【名词】 元杂剧角色体制 —————————— 【参考答案要点】 1. 元杂剧形成较为稳定的角色体制。 2. 主要角色包括正末、正旦、净、丑等。 3. 其中正末或正旦通常承担主要唱词，是戏剧情节发展的核心人物。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题主要考查元杂剧表演角色体系及戏曲结构特点,中等,,,,0,No,
散曲,元,诗歌,6-060 元代 散曲,名词解释,,,,,,【名词】 散曲 —————————— 【参考答案要点】 1. 散曲是元代流行的一种抒情文学形式。 2. 主要包括小令和套数两种形式。 3. 散曲语言通俗自然，表现内容广泛，在元代文学中具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查散曲的基本形式与文学史意义,中等,,,,0,No,
小令与套数,元,诗歌,6-060 元代 散曲,名词解释,,,,,,【名词】 小令与套数 —————————— 【参考答案要点】 1. 小令与套数是散曲的两种主要形式。 2. 小令篇幅较短，结构单一。 3. 套数由多支曲牌组成，篇幅较长，表现内容更为丰富。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查散曲形式结构及其艺术特点,中等,,,,0,No,
明代小说发展,明,小说,7-010 明清 明代小说发展,名词解释,,,,,,【名词】 明代小说发展 —————————— 【参考答案要点】 1. 明代是中国古代小说发展的重要时期，白话长篇小说逐渐成熟并广泛传播。 2. 这一时期小说创作题材丰富，出现了历史演义、英雄传奇和神魔小说等多种类型。 3. 《三国演义》《水浒传》《西游记》《金瓶梅》等作品标志着中国古典小说艺术达到新的高度。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查明代小说在中国文学史上的发展阶段与代表作品,中等,,,,0,No,
三国演义,明,小说,7-020 明清 三国演义,名词解释,,,,,,【名词】 三国演义 —————————— 【参考答案要点】 1. 《三国演义》是明代罗贯中创作的历史演义小说。 2. 小说以三国时期历史为背景，描写魏、蜀、吴三国之间的政治与军事斗争。 3. 作品塑造了诸葛亮、关羽、曹操等典型人物形象，是中国古代历史小说的代表作。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查《三国演义》的文学体裁及其文学史地位,中等,,,,0,No,
水浒传,明,小说,7-030 明清 水浒传,名词解释,,,,,,【名词】 水浒传 —————————— 【参考答案要点】 1. 《水浒传》是明代长篇章回小说，传统上认为作者为施耐庵。 2. 小说描写宋江等一百零八位好汉在梁山起义的故事。 3. 作品通过人物群像反映社会矛盾，具有强烈的现实主义精神，是英雄传奇小说的代表。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,该题考查《水浒传》的题材类型与文学史意义,中等,,,,0,No,
西游记,明,小说,7-040 明清 西游记,名词解释,,,,,,【名词】 西游记 —————————— 【参考答案要点】 1. 《西游记》是明代吴承恩创作的神魔小说。 2. 小说以唐僧师徒西天取经为主线，描写孙悟空、猪八戒等人物的历险故事。 3. 作品想象丰富，情节奇幻，具有浓厚的浪漫主义色彩，是中国古代神魔小说的典范。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查《西游记》的题材类型与艺术特色,中等,,,,0,No,
金瓶梅,明,小说,7-050 明清 金瓶梅,名词解释,,,,,,【名词】 金瓶梅 —————————— 【参考答案要点】 1. 《金瓶梅》是明代长篇小说，作者署名“兰陵笑笑生”。 2. 小说以西门庆家庭生活为中心，描写晚明社会生活与人情世态。 3. 作品在人物刻画与现实描写方面具有较高艺术成就，是中国世情小说的重要代表。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查《金瓶梅》的题材类型及其在小说史中的地位,中等,,,,0,No,
明代戏曲,明,戏曲,7-060 明清 明代戏曲,名词解释,,,,,,【名词】 明代戏曲 —————————— 【参考答案要点】 1. 明代戏曲在元杂剧基础上进一步发展，形成传奇戏曲的繁荣。 2. 传奇成为主要戏曲形式，结构较元杂剧更为自由。 3. 代表作家有汤显祖等，其作品在戏曲史上具有重要影响。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查明代戏曲的发展形式与文学史地位,中等,,,,0,No,
汤显祖,明,戏曲,7-070 明清 汤显祖,名词解释,,,,,,【名词】 汤显祖 —————————— 【参考答案要点】 1. 汤显祖是明代著名戏曲作家。 2. 其代表作品为“临川四梦”，包括《牡丹亭》《南柯记》等。 3. 作品强调情感与理想，具有浓厚浪漫主义色彩，在中国戏曲史上具有重要地位。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题主要考查汤显祖及其戏曲创作成就,中等,,,,0,No,
红楼梦,清,小说,7-080 明清 红楼梦,名词解释,,,,,,【名词】 红楼梦 —————————— 【参考答案要点】 1. 《红楼梦》是清代曹雪芹创作的长篇章回小说。 2. 小说通过贾、史、王、薛四大家族的兴衰描写封建社会的衰落。 3. 作品在人物刻画、情节结构和思想深度方面具有极高艺术成就，被誉为中国古典小说的巅峰之作。 —————————— 【评分标准】 ① 概念界定准确（2分） ② 核心特征说明清楚（2分） ③ 表达规范、条理清晰（1分） 满分：5分,本题考查《红楼梦》在中国文学史上的地位与艺术价值,中等,,,,0,No,
